"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/json",18525,42,120,307,55,15599,106,311.76
"None","Total",18525,42,120,307,55,15599,106,311.76
