"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/text",12290,345,120,736,108,19964,12,206.84
"None","Total",12290,345,120,736,108,19964,12,206.84
