"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/text",20067,135,79,1042,2,20773,12,340.12
"None","Total",20067,135,79,1042,2,20773,12,340.12
