"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/json",19023,0,77,753,11,30361,128,318.03
"None","Total",19023,0,77,753,11,30361,128,318.03
